"Steve Maraboli, Unapologetically You: Reflections on Life and the Human Experience"
John Keats
"W.B. Yeats, The Wind Among the Reeds"
"Marguerite Yourcenar, Memoirs of Hadrian"
"Charles Dickens, A Tale of Two Cities"
"Lorrie Moore, Like Life"
"F. Scott Fitzgerald, The Great Gatsby"
John Lennon
"Rainbow Rowell, Attachments"
Taylor Swift
"Rob Sheffield, Love Is a Mix Tape"
"F. Scott Fitzgerald, Dear Scott, Dearest Zelda: The Love Letters of F. Scott and Zelda Fitzgerald"
"Stephen Chbosky, The Perks of Being a Wallflower"
"Marissa Meyer, Cress"
 if it doesn't it never was
"Kiera Cass, The One"
"Khaled Hosseini, A Thousand Splendid Suns"
"W. Somerset Maugham, Of Human Bondage"
"Laini Taylor, Daughter of Smoke & Bone"
"Sarah J. Maas, A Court of Mist and Fury"
"Sarah J. Maas, A Court of Thorns and Roses"
"Stephenie Meyer, The Host"
"David Levithan, The Lover's Dictionary"
William Faulkner
"Katie McGarry, Pushing the Limits"
"Richelle Mead, Shadow Kiss"
"Suzanne Collins, Catching Fire"
"Roy T. Bennett, The Light in the Heart"
Judy Garland
"Pablo Neruda, Veinte poemas de amor y una canción desesperada; Cien sonetos de amor"
John Keats
"John Joseph Powell, The Secret of Staying in Love"
"Tom Robbins, Still Life with Woodpecker"
Anatole France
"Jodi Lynn Anderson, Tiger Lily"
"Melina Marchetta, On the Jellicoe Road"
"Candace Bushnell, Sex and the City"
"Anaïs Nin, Henry and June: From ""A Journal of Love""--The Unexpurgated Diary of Anaïs Nin"
"Jodi Picoult, Second Glance"
"Sarah Dessen, Dreamland"
William Wilberforce
"Nina LaCour, Hold Still"
"Philip Pullman, His Dark Materials Trilogy: The Golden Compass / The Subtle Knife / The Amber Spyglass"
"Cassandra Clare, City of Lost Souls"
"Jeanette Winterson, Sexing the Cherry"
Taylor Swift
Jalaluddin Rumi
"William Shakespeare, A Midsummer Night's Dream"
"Gregory David Roberts, Shantaram"
Virginia Woolf
Marvin J. Ashton
"Tabitha Suzuma, Forbidden"
"Nicole Krauss, The History of Love"
"Cassandra Clare, City of Ashes"
"Nicholas Sparks, Dear John"
Tennessee Williams
"Cassandra Clare, City of Glass"
Maya Angelou
"Jodi Picoult, My Sister's Keeper"
Bill Wilson
"Caitlyn Siehl, Literary Sexts: A Collection of Short & Sexy Love Poems"
Emmet Fox
"Charles Bukowski, Love Is a Dog from Hell"
"Greg Behrendt, He's Just Not That Into You: The No-Excuses Truth to Understanding Guys"
Susan Polis Schutz
"Jonathan Safran Foer, Extremely Loud and Incredibly Close"
Gerard Way
"Toni Morrison, Jazz"
Friedrich Nietzsche
"Aberjhani, Journey through the Power of the Rainbow: Quotations from a Life Made Out of Poetry"
"Sherman Alexie, The Toughest Indian in the World"
"Ernest Hemingway, The Sun Also Rises"
Oscar Wilde
"Sylvia Plath, The Unabridged Journals of Sylvia Plath"
"Leigh Bardugo, Shadow and Bone"
"Saša Stanišić, How the Soldier Repairs the Gramophone"
"Michael Marshall Smith, Only Forward"
"Taylor Swift, Taylor Swift"
"Laurell K. Hamilton, Cerulean Sins"
"Jandy Nelson, I'll Give You the Sun"
"J.M. Darhower, Sempre"
Deborah Cox
Lauren Conrad
"Veronica Roth, Allegiant"
"Jennifer L. Armentrout, Origin"
"Paulo Coelho, The Valkyries"
"Kristin Hannah, The Nightingale"
"Pablo Neruda, Twenty Love Poems and a Song of Despair"
"Paulo Coelho, The Alchemist"
"Tahereh Mafi, Ignite Me"
Sara Evans
"Lauren Kate, Torment"
Augustine of Hippo
"Jodi Picoult, Keeping Faith"
"John Grogan, Marley and Me: Life and Love With the World's Worst Dog"
"Louisa May Alcott, Little Women"
"Lang Leav, Love & Misadventure"
"Joan Lunden, Wake-Up Calls"
"Kristin Cashore, Graceling"
Ernest Hemingway
"Oscar Wilde, The Picture of Dorian Gray"
"Maggie Stiefvater, The Raven Boys"
"Mitch Albom, Tuesdays with Morrie"
"Madeline Miller, The Song of Achilles"
"Jess C. Scott, EyeLeash: A Blog Novel"
"Marian Keyes, Watermelon"
Madonna
"Gayle Forman, Where She Went"
"Richelle Mead, Last Sacrifice"
"Katherine Allred, The Sweet Gum Tree"
"Chuck Palahniuk, Survivor"
David Levithan
"Melissa de la Cruz, The Van Alen Legacy"
"Patricia Briggs, Moon Called"
"Richelle Mead, Spirit Bound"
"Roy T. Bennett, The Light in the Heart"
P.C. Cast
Eckhart Tolle
Nicholas Sparks
"William Shakespeare, Much Ado About Nothing"
"Elizabeth Barrett Browning, Sonnets from the Portuguese"
"David Nicholls, One Day"
"Lisa Kleypas, A Wallflower Christmas"
"Amit Ray, Meditation: Insights and Inspirations"
"Jocelyn Soriano, Mend My Broken Heart"
"Ernest Hemingway, A Farewell to Arms"
"Jenny Han, It's Not Summer Without You"
"Hermann Hesse, Wer lieben kann, ist glücklich. Über die Liebe"
"Deb Caletti, The Secret Life of Prince Charming"
"Cassandra Clare, Clockwork Prince"
"Elizabeth Gilbert, Committed: A Skeptic Makes Peace with Marriage"
"Mandy Hale, The Single Woman: Life, Love, and a Dash of Sass"
"Gunnar Ardelius, I Need You More Than I Love You and I Love You to Bits"
"Lauren Oliver, Requiem"
Ernest Hemingway
"Jack Kerouac, The Dharma Bums"
"James Joyce, A Portrait of the Artist as a Young Man"
Adolf Hitler
Steve Hall
Steve Harvey
"Audrey Niffenegger, The Time Traveler's Wife"
"Colleen Houck, Tiger's Curse"
"Richelle Mead, Shadow Kiss"
"L.M. Montgomery, Anne of the Island"
"Douglas Adams, The Salmon of Doubt"
Elizabeth Gilbert
"Nicholas Sparks, The Wedding"
Niall Horan
"Lisa Kleypas, Tempt Me at Twilight"
"Sylvia Plath, The Unabridged Journals of Sylvia Plath"
"Emily Brontë, Wuthering Heights"
"Nicholas Sparks, The Notebook"
"Becca Fitzpatrick, Crescendo"
"Cassandra Clare, City of Fallen Angels"
"James Herriot, All Creatures Great and Small"
Oscar Wilde
"Jodi Picoult, Nineteen Minutes"
"Jane Austen, Pride and Prejudice"
"Stephanie Laurens, A Rogue's Proposal"
"Helen Fielding, Bridget Jones's Diary"
"W. Somerset Maugham, The Painted Veil"
"E.E. Cummings, Selected Poems"
"Jeaniene Frost, One Foot in the Grave"
Mother Teresa
"Kurt Vonnegut Jr., Slapstick, or Lonesome No More!"
"Rainbow Rowell, Landline"
"Gabriel García Márquez, One Hundred Years of Solitude"
"Mikhail Lermontov, A Hero of Our Time"
Osho
Eminem
"Sarah J. Maas, A Court of Thorns and Roses"
"Veronica Roth, Divergent"
"Kurt Vonnegut Jr., Wampeters, Foma and Granfalloons"
"Sarah Dessen, The Truth About Forever"
"Simone Elkeles, Chain Reaction"
"Tahereh Mafi, Unravel Me"
"Marissa Meyer, Scarlet"
"Jane Austen, Persuasion"
Mother Teresa
"Margaret Atwood, The Handmaid's Tale"
C.S. Lewis
"Scott Dikkers, You Are Worthless: Depressing Nuggets of Wisdom Sure to Ruin Your Day"
"Thich Nhat Hanh, Teachings on Love"
"Homer, The Iliad"
Martin Luther King Jr.
"William Shakespeare, A Midsummer Night's Dream"
"Jacqueline Carey, Kushiel's Chosen"
Shannon L. Alder
Jason Mraz
"Charles Dickens, A Tale of Two Cities"
"Philip Roth, The Dying Animal"
Hermann Hesse
"Mitch Albom, The Five People You Meet in Heaven"
"J.M. Barrie, Peter Pan"
"Lauren Oliver, Delirium"
"Evelyn Waugh, Vile Bodies"
"Lauren Oliver, Pandemonium"
Mahatma Gandhi
"Antoine de Saint-Exupéry, Airman's Odyssey"
"John O'Donohue, Anam Cara: A Book of Celtic Wisdom"
Christopher Poindexter
"W.B. Yeats, In the Seven Woods: Being Poems Chiefly of the Irish Heroic Age"
"Jess Rothenberg, The Catastrophic History of You and Me"
"Kristan Higgins, My One and Only"
Neil deGrasse Tyson
"Erica Jong, Fear of Flying"
Woody Allen
"Lisa Kleypas, It Happened One Autumn"
"E.E. Cummings, Selected Poems"
"Julie Kagawa, Winter's Passage"
"Diana Gabaldon, Dragonfly in Amber"
Leo Buscaglia
"T.H. White, The Once and Future King"
"Haruki Murakami, Kafka on the Shore"
John Lennon
"Richelle Mead, The Indigo Spell"
"Nicholas Sparks, Dear John"
"Julie Kagawa, The Iron King"
C. JoyBell C.
"Cassandra Clare, City of Fallen Angels"
"Tom Stoppard, Arcadia"
"Nicholas Sparks, The Best of Me"
Jonathan Antin
"Anna Godbersen, The Luxe"
"H.L. Mencken, Prejudices: First Series"
"Katie Kacvinsky, Awaken"
"Cecelia Ahern, If You Could See Me Now"
"Fyodor Dostoyevsky, Notes from Underground"
"Amy Harmon, Making Faces"
"Sarah Dessen, Lock and Key"
Shannon L. Alder
"Rick Riordan, The Battle of the Labyrinth"
"Paulo Coelho, The Alchemist"
"S.C. Stephens, Thoughtless"
"Kahlil Gibran, The Prophet"
"Nicholas Sparks, Safe Haven"
Nicholas Sparks
Christina Westover
"Neil Gaiman, Stardust"
Jim Henson
"William Shakespeare, Romeo and Juliet"
"Mitch Albom, Tuesdays with Morrie"
Kahlil Gibran
C. JoyBell C.
Nicholas Sparks
"Cassandra Clare, City of Glass"
"Meister Eckhart, Sermons of Meister Eckhart"
"Marilyn Monroe, My Story"
"Jennifer Niven, All the Bright Places"
"Jamie McGuire, Providence"
"Hermann Hesse, Siddhartha"
Jonathan Safran Foer
"Pablo Neruda, 100 Love Sonnets"
"J.A. Redmerski, The Edge of Never"
"Cassandra Clare, Clockwork Prince"
"John Green, The Fault in Our Stars"
"Simone Elkeles, Rules of Attraction"
"Julia Quinn, The Viscount Who Loved Me"
"Kiera Cass, The Elite"
Savage Garden
"Melina Marchetta, On the Jellicoe Road"
Emery Allen
Brian Andreas
"James Patterson, Saving the World and Other Extreme Sports"
"William Goldman, The Princess Bride"
"Richard Bach, The Bridge Across Forever: A True Love Story"
"Ellen Schreiber, Vampire Kisses"
"Milan Kundera, The Unbearable Lightness of Being"
"Edith Wharton, The Age of Innocence"
"Stephenie Meyer, Twilight"
Coco Chanel
Emily Brontë
"Chuck Palahniuk, Invisible Monsters"
Mother Teresa
"Victoria Moran, Lit From Within: Tending Your Soul For Lifelong Beauty"
Anaïs Nin
"Cassandra Clare, City of Heavenly Fire"
"Abraham Cowley, The Poems of Abraham Cowley"
"Graham Greene, The End of the Affair"
"Rabindranath Tagore, Selected Poems"
"Nicholas Sparks, Dear John"
Henry Rollins
Ellen Hopkins
"Thich Nhat Hanh, Living Buddha, Living Christ"
Edna St. Vincent Millay
Henri J.M. Nouwen
"David Levithan, Nick & Norah's Infinite Playlist"
Charles Caleb Colton
Colleen Houck
"Jeaniene Frost, Halfway to the Grave"
"Anaïs Nin, Delta of Venus"
Julianne Moore
"Danka V., The Unchosen Life"
Andrea Gibson
Paul McCartney
"David Levithan, Naomi and Ely's No Kiss List"
"W.H. Auden, Collected Poems"
"Rainbow Rowell, Eleanor & Park"
"Kaui Hart Hemmings, The Descendants"
"Becca Fitzpatrick, Hush, Hush"
"Adriana Trigiani, Very Valentine"
"Ann Brashares, Girls in Pants: The Third Summer of the Sisterhood"
"Joshua Harris, I Kissed Dating Goodbye"
Harlan Coben
"Jack Llawayllynn, Indulgence"
"Rick Riordan, The House of Hades"
"Isabel Allende, Of Love and Shadows"
"Leo Tolstoy, Anna Karenina"
"Nicholas Sparks, Dear John"
"Paulo Coelho, The Winner Stands Alone"
Pearl S. Buck
"Laurell K. Hamilton, A Stroke of Midnight"
"Osamu Dazai, The Setting Sun"
"Sarah Dessen, The Truth About Forever"
"Jonathan Safran Foer, Everything Is Illuminated"
"Dave Eggers, What Is the What"
"Emilie Autumn, The Asylum for Wayward Victorian Girls"
"Jenny Han, We'll Always Have Summer"
"Sarah J. Maas, A Court of Mist and Fury"
"Rachel Vincent, Shift"
"Nicholas Sparks, The Lucky One"
"Rainbow Rowell, Fangirl"
"Graham Greene, The Comedians"
"E. Lockhart, We Were Liars"
"William Shakespeare, Macbeth"
Robert Frost
"Amanda Grace, But I Love Him"
"Robert Louis Stevenson, Lay Morals"
"Marcel Proust, In Search of Lost Time"
"Mandy Hale, The Single Woman: Life, Love, and a Dash of Sass"
"W. Somerset Maugham, The Painted Veil"
"Mario Puzo, Fools Die"
"Leo Tolstoy, Anna Karenina"
Paulo Coelho
Carrie Underwood
"E.L. James, Fifty Shades Darker"
Maya Angelou
Charles M. Schulz
Tahereh Mafi
Charles Bukowski
"Veronica Roth, Allegiant"
"Ruskin Bond, Scenes from a Writer's Life"
"Sarah Dessen, What Happened to Goodbye"
Gerard Way
"Charles Dickens, Great Expectations"
bell hooks
"Charles Bukowski, Women"
"Renee Ahdieh, The Wrath and the Dawn"
"E.L. James, Fifty Shades Freed"
Brian Andreas
"Jonathan Safran Foer, Extremely Loud and Incredibly Close"
"Marie Lu, Prodigy"
Friedrich Nietzsche
Charlie Chaplin
"Tyler Knott Gregson, Love Language"
"Steve Maraboli, Unapologetically You: Reflections on Life and the Human Experience"
"Jane Austen, Pride and Prejudice"
"Hermann Hesse, Demian. Die Geschichte von Emil Sinclairs Jugend"
Osho
"Jenny Downham, Before I Die"
"Anne Lamott, Operating Instructions: A Journal of My Son's First Year"
"Jess C. Scott, Tongue-Tied"
"David Nicholls, One Day"
"Mitch Albom, The Five People You Meet in Heaven"
"William Shakespeare, Hamlet"
"Kazuo Ishiguro, Never Let Me Go"
Jennifer Salaiz
"Matthew Arnold, Dover Beach and Other Poems"
"George Eliot, Adam Bede"
"Nicholas Sparks, Message in a Bottle"
Kahlil Gibran
"Jess C. Scott, EyeLeash: A Blog Novel"
"Milan Kundera, The Book of Laughter and Forgetting"
Maggi Richard
"Colleen Houck, Tiger's Quest"
"Jonathan Tropper, The Book of Joe"
"Arthur Golden, Memoirs of a Geisha"
"Victor Hugo, Les Misérables"
"Cassandra Clare, Lady Midnight"
Pythagoras
"Dorothy Parker, The Portable Dorothy Parker"
Colleen Hoover
"Jodi Picoult, Handle with Care"
John Milton
"Charlotte Brontë, Jane Eyre"
"Nora Roberts, Happy Ever After"
"Alexandra Adornetto, Halo"
"Toni Morrison, Song of Solomon"
"Suzanne Collins, The Hunger Games"
"Sam Keen, To Love and Be Loved"
"Lev Grossman, The Magicians"
Jalaluddin Rumi
"Sophie Kinsella, Can You Keep a Secret?"
"Nicola Yoon, Everything, Everything"
Johann Wolfgang von Goethe
"Tom Robbins, Still Life with Woodpecker"
Andrea Gibson
"Ally Condie, Matched"
"Ann Brashares, My Name Is Memory"
Maya Angelou
Colleen Houck
Mary M. Ricksen
"Jeanette Winterson, Oranges Are Not the Only Fruit"
"C.G. Jung, Memories, Dreams, Reflections"
"Leo Tolstoy, War and Peace"
Jeffrey McDaniel
"Chuck Palahniuk, Invisible Monsters"
"Benjamin Alire Sáenz, Aristotle and Dante Discover the Secrets of the Universe"
"Raymond Carver, Where I'm Calling From: New and Selected Stories"
"Margaret Weis, Dragons of a Lost Star"
"Paulo Coelho, Brida"
"Nicholas Sparks, The Wedding"
Alan Paton
"Jonathan Safran Foer, Everything Is Illuminated"
"Johann Wolfgang von Goethe, The Sorrows of Young Werther"
Simone de Beauvoir
"J.K. Rowling, Harry Potter and the Half-Blood Prince"
Allen Ginsberg
"Anne Lamott, Plan B: Further Thoughts on Faith"
Coco J. Ginger
"Amish Tripathi, The Secret of the Nagas"
"Richelle Mead, Frostbite"
"Kristin Cashore, Fire"
"Toni Morrison, Paradise"
"J.R. Ward, Lover Awakened"
"Christopher Paolini, Eldest"
"Paulo Coelho, By the River Piedra I Sat Down and Wept"
"Rosamund Hodge, Cruel Beauty"
"Gregory David Roberts, Shantaram"
"Leslye Walton, The Strange and Beautiful Sorrows of Ava Lavender"
"Cassandra Clare, City of Fallen Angels"
"Cassandra Clare, City of Bones"
"Leo Tolstoy, War and Peace"
"Antoine de Saint-Exupéry, Le Petit Prince"
Warsan Shire
James Patterson
"E.A. Bucchianeri, Brushstrokes of a Gadfly"
"Kurt Vonnegut Jr., Mother Night"
Bill Ayers
"Haruki Murakami, Kafka on the Shore"
Jason Mraz
John Ruskin
"William Shakespeare, Romeo and Juliet"
 it is all about relationships of love and respect.
"Julie Anne Peters, Keeping You a Secret"
Tiffany Madison
"Jenny Han, The Summer I Turned Pretty"
"Elizabeth Gilbert, Eat, Pray, Love"
"Aberjhani, Elemental: The Power of Illuminated Love"
"Wally Lamb, She's Come Undone"
Raymond Carver
"Hannah Harrington, Speechless"
"Sophie Kinsella, Remember Me?"
Nikki Giovanni
"Fyodor Dostoyevsky, The Brothers Karamazov"
"Shauna Niequist, Bittersweet: Thoughts on Change, Grace, and Learning the Hard Way"
"Chelsea Fine, Sophie & Carter"
"Patrick Rothfuss, The Name of the Wind"
"Greg Behrendt, He's Just Not That Into You: The No-Excuses Truth to Understanding Guys"
"Craig Ferguson, Between the Bridge and the River"
"Michelle Hodkin, The Evolution of Mara Dyer"
Turcois Ominek
"Steve Maraboli, Unapologetically You: Reflections on Life and the Human Experience"
"Haruki Murakami, 1Q84"
"Gregory David Roberts, Shantaram"
"Ernest Hemingway, A Moveable Feast"
"Nicholas Sparks, The Last Song"
"Hermann Hesse, Wer lieben kann, ist glücklich. Über die Liebe"
"Cassandra Clare, Clockwork Princess"
"William Shakespeare, Much Ado About Nothing"
"S.C. Stephens, Thoughtless"
"Cassandra Clare, City of Heavenly Fire"
"Richelle Mead, Last Sacrifice"
"Stephenie Meyer, Twilight"
C. JoyBell C.
Emily Dickinson
"Paul Auster, Moon Palace"
"Neil Gaiman, The Graveyard Book"
Colleen Houck
E.E. Cummings
"Veronica Roth, Allegiant"
Henry Miller
"Renee Ahdieh, The Wrath and the Dawn"
"Stephen Chbosky, The Perks of Being a Wallflower"
Mandy Hale
Scott Turow
"Charlotte Featherstone, Addicted"
"Sarah J. Maas, A Court of Thorns and Roses"
"Jodi Picoult, The Tenth Circle"
"Colleen Houck, Tiger's Curse"
"Nicholas Sparks, Safe Haven"
"David Levithan, Every Day"
"Antoine de Saint-Exupéry, The Little Prince"
"Victor Hugo, Les Misérables"
"Rainbow Rowell, Eleanor & Park"
"Tabitha Suzuma, Forbidden"
Harry Styles
"Alexandra Adornetto, Halo"
"Hermann Hesse, Siddhartha"
"Fredrik Backman, A Man Called Ove"
"John O'Donohue, Anam Cara: A Book of Celtic Wisdom"
"Rick Riordan, The Lost Hero"
Ann Brashares
"Rick Riordan, The House of Hades"
Roger de Rabutin de Bussy
Bob Ong
"Leo Tolstoy, Anna Karenina"
"Italo Calvino, If on a Winter's Night a Traveler"
"Gayle Forman, If I Stay"
"Richelle Mead, The Fiery Heart"
W.H. Auden
Mario Benedetti
Douglas Pagels
"James Patterson, Sundays at Tiffany's"
Leona Lewis
"Brandon Sanderson, The Final Empire"
Lady Gaga
"Dark Jar Tin Zoo, Love Quotes for the Ages. Specifically Ages 19-91."
"Cassandra Clare, Lady Midnight"
Bruce Lee
Julie de Lespinasse
"Stephen Kendrick, The Love Dare"
Gabriel García Márquez
Shannon L. Alder
"Rainbow Rowell, Eleanor & Park"
"E. Lockhart, We Were Liars"
"Maggie Stiefvater, Shiver"
"Timothy J. Keller, The Meaning of Marriage: Facing the Complexities of Commitment with the Wisdom of God"
"Francine Rivers, And The Shofar Blew"
"Laini Taylor, Days of Blood & Starlight"
"Jasmine Warga, My Heart and Other Black Holes"
Bob Marley
"Haruki Murakami, Norwegian Wood"
Joseph E. Morris
"W. Somerset Maugham, Of Human Bondage"
"Greg Behrendt, He's Just Not That Into You: The No-Excuses Truth to Understanding Guys"
"John Green, Looking for Alaska"
Roger A. Caras
"Dee Henderson, The Healer"
H. Jackson Brown Jr.
"James Patterson, Maximum Ride Five-Book Set"
"Colleen Hoover, Maybe Someday"
"Jodi Lynn Anderson, Tiger Lily"
"George R.R. Martin, A Storm of Swords"
Jane Austen
"Erin Morgenstern, The Night Circus"
"Nicole Krauss, The History of Love"
"George Orwell, 1984"
Holly Black
"Sophie Kinsella, I've Got Your Number"
"Charlotte Eriksson, Empty Roads & Broken Bottles; in search for The Great Perhaps"
"Gillian Flynn, Gone Girl"
"John Green, The Fault in Our Stars"
"Tabitha Suzuma, Forbidden"
"Simone Elkeles, Leaving Paradise"
"Jodi Picoult, Sing You Home"
"Janet Fitch, White Oleander"
"Victor Hugo, Les Misérables"
"Margaret Atwood, Lady Oracle"
Staness Jonekos
"Emily Brontë, Wuthering Heights"
Monique Duval
"Joshua Harris, I Kissed Dating Goodbye"
"William Faulkner, The Town"
Christopher Poindexter
"Veronica Rossi, Through the Ever Night"
Taylor Swift
C. JoyBell C.
"Tiffany Reisz, The Siren"
Mik Everett
Ruby Dee
"Jodi Picoult, The Pact"
"Haruki Murakami, South of the Border, West of the Sun"
Pierre Teilhard de Chardin
"Albert Camus, The Plague"
"Renee Ahdieh, The Wrath and the Dawn"
"Corrie ten Boom, The Hiding Place: The Triumphant True Story of Corrie Ten Boom"
J.M. Barrie
"J.K. Rowling, Harry Potter and the Deathly Hallows"
"Jandy Nelson, I'll Give You the Sun"
Martin Luther King Jr.
"Jonathan Safran Foer, Everything Is Illuminated"
Marianne Williamson
"Nina LaCour, Hold Still"
"Arundhati Roy, The God of Small Things"
Louis C.K.
Jonathan Safran Foer
"Vera Nazarian, The Perpetual Calendar of Inspiration"
"Matt Groening, The Big Book of Hell"
"Elizabeth Wurtzel, Prozac Nation"
"Becca Fitzpatrick, Crescendo"
"Becca Fitzpatrick, Crescendo"
Ernesto Che Guevara
Ella Wheeler Wilcox
"Euripides, Medea"
"Maureen Medved, The Tracey Fragments"
"Jodi Picoult, Handle with Care"
"Lemony Snicket, The Beatrice Letters"
"Rainer Maria Rilke, Letters to a Young Poet"
Bill Hicks
"Becca Fitzpatrick, Silence"
"Maggie Stiefvater, The Raven King"
Jonathan Safran Foer
